34	1	-6.268365	-1.596183	5.781169	7.614368
41	1	-11.495573	-6.275135	5.959323	6.663076
58	1	-10.204664	-4.209899	7.031682	8.806772
73	1	6.789619	6.182447	-9.294750	-9.133585
78	1	9.220267	8.753335	-11.648555	-0.975373
79	1	-12.408969	-3.688948	6.487174	8.728055
80	1	-9.213337	-6.474733	-8.056175	-4.230502
85	1	-10.576581	-5.186460	9.193034	6.514200
94	1	-12.220172	-9.168158	6.019964	6.862835
