2	3	-0.721604	-1.805686	-3.246157	-9.293654	4.102551	7.329000	-8.150011	-9.293663	-0.721604	-1.805686	2.805572	-3.361940
3	3	5.758055	5.580236	-9.897264	-3.931703	-9.103716	-5.103757	4.137288	7.180305	-2.609464	-5.099587	-6.204216	-3.931701
4	3	-11.092068	-7.555193	7.370885	6.576580	-6.125761	-7.555193	-2.957666	-5.903458	3.611237	5.301676	-5.822019	-5.905855
5	3	-9.078701	-0.332325	5.528807	7.320047	-4.610552	-0.330289	-3.634744	-2.632062	4.271265	4.463685	-4.769006	-2.632062
6	3	0.032798	5.463119	-10.188689	0.532112	6.056180	6.552759	-10.188706	0.532112	-3.303063	2.161292	-10.032039	0.532112
7	3	5.142848	5.733571	-9.493750	1.456556	-5.747518	-2.731341	-5.628225	1.556743	-9.434837	-2.731341	4.864404	7.361008
9	3	6.722061	8.406646	-9.914183	-4.222119	-7.002828	-2.559991	5.842833	7.595788	-1.942027	-2.235716	-6.645496	-3.974322
12	3	-10.347887	-5.830722	6.682982	6.900750	-9.250003	-5.830722	2.945073	0.895201	-4.699038	-5.830716	-1.452731	-3.149194
13	3	7.729122	5.056250	-10.605314	-2.968696	-2.353515	-7.760738	-6.422898	-2.968696	-4.140871	-7.760742	3.657458	6.071625
17	3	-10.186444	-0.771966	5.676515	8.408410	-5.221062	-0.771965	-4.365965	-0.636189	6.236348	5.981099	-9.471470	-2.307024
20	3	-6.758642	-5.508879	5.610137	6.508220	8.260575	5.543958	-6.633263	1.308096	4.440021	5.543957	3.503744	6.251656
22	3	5.511439	6.728730	-10.640615	-4.530931	-5.082897	-2.962182	-5.437603	-4.530931	-11.573359	-2.962182	5.658229	5.615215
23	3	6.413064	6.799107	-6.769639	-6.543713	-3.935911	-1.630039	2.311178	-1.371799	-5.510076	-1.630362	6.540368	5.197736
24	3	-3.742382	-6.780409	-4.586083	-1.682498	-9.558026	-6.781076	4.122181	6.669821	5.862711	4.676513	-6.631659	-1.682498
26	3	-11.184496	-5.598754	6.025976	7.557703	5.601899	6.115188	-9.721565	-3.564266	-6.328362	-4.914031	-3.493338	-3.564266
30	3	-7.722547	-5.210528	5.553560	6.184073	1.894170	-0.553263	-3.608981	-5.920460	-3.673147	-5.210518	-3.606686	-5.920168
36	3	8.018261	6.584831	-8.020783	-1.422544	2.818593	6.584008	-3.323489	5.604199	-3.106624	5.762118	-3.295471	5.610830
39	3	-3.717234	-7.201444	2.285563	-0.287367	-6.371038	-7.201752	7.392035	6.722387	1.378483	-4.350571	2.285563	-0.287367
44	3	5.852031	6.611752	-6.651771	-3.140760	-4.891860	-4.146203	7.985097	5.217622	0.123504	-3.939011	5.091977	1.291612
50	3	-4.548691	-8.986489	-4.061599	-4.889549	-4.548699	-8.986489	4.178241	-0.144224	-8.871587	-8.986924	7.640456	6.123153
52	3	-3.389720	-3.149579	-2.029539	-1.746346	-9.631278	-3.150025	6.463650	5.888558	6.187487	7.342480	-7.173553	-1.774686
53	3	-10.788323	-10.534815	8.099794	8.561727	-3.843697	-10.534815	-3.063053	-2.214293	-3.861039	-10.534815	2.649624	1.859646
57	3	6.805606	6.516642	-10.199639	-3.237293	-5.339497	-4.288932	5.858555	7.275227	-0.250163	-4.000713	-7.214367	-3.237293
59	3	-2.658097	-5.538126	-7.107078	-6.719889	7.740593	6.461722	-9.529285	-6.719889	-7.121564	-5.538128	4.369214	6.286629
61	3	8.749258	5.165519	-10.773633	-2.202712	-9.883133	-6.952731	6.305216	5.377373	2.408737	-1.282806	-4.073353	-2.202712
64	3	-8.279890	-7.491570	-5.665121	-4.132975	-8.279892	-7.491570	2.070178	-0.607230	-13.121867	-7.491570	6.650345	5.636102
65	3	5.044816	3.043805	2.856956	-1.624924	5.045118	3.043806	-0.503428	-3.998434	3.972235	3.042384	6.402180	4.537873
67	3	-5.342279	-7.087138	-1.713098	-4.974776	7.068260	5.378307	-6.669023	-4.975171	-7.329321	-7.087139	5.697514	5.058818
68	3	-10.657544	-5.035657	3.804229	6.316287	-4.631291	-5.035497	-4.235768	-2.075460	6.638560	7.350511	-12.599174	-2.075460
71	3	1.875288	-2.453516	-5.735395	-4.729685	5.577983	5.951720	-7.943297	-4.732550	-6.462578	-6.826938	4.539347	7.808681
72	3	-2.651849	-5.483192	-5.147026	-4.482428	-4.790272	-5.483195	5.230634	6.221164	5.509608	6.236778	-10.036156	-4.482428
75	3	6.398929	5.122447	-13.526973	-3.964273	-4.323446	-6.256213	-8.307017	-3.964234	-10.436539	-7.380304	3.373920	6.460528
81	3	-13.583836	-2.180587	7.426428	6.027700	-7.155249	-2.180587	-3.620324	-4.996672	3.428433	6.130371	-9.329055	-4.997033
84	3	-6.073117	-3.729221	-4.466685	-3.922042	-11.361572	-3.783182	7.232349	6.580023	5.580093	5.485059	-9.081572	-3.922042
86	3	5.176319	7.086457	-10.499939	2.503714	5.177416	7.086460	-11.445000	-3.568532	-2.408585	4.264433	4.141809	5.839593
89	3	7.043031	8.952167	-14.408102	-5.180605	-0.494859	-2.512848	-8.286190	-5.180605	-3.965196	3.370689	3.817462	5.373814
96	3	9.270557	8.006821	-7.422484	-4.751840	-4.003495	-3.647792	6.732818	6.000649	6.446860	8.006174	3.038245	5.993556
98	3	9.298265	8.663941	-13.717353	-0.384284	-8.512793	-3.722789	3.830223	7.966607	-2.713926	-3.080426	-8.619154	-0.384284
100	3	-5.513172	-4.499159	6.229760	6.485347	8.411584	6.274482	-11.348700	-3.782235	-2.668807	-4.498039	-6.240346	-3.782234
