10	5	-7.802413	1.610342	6.563887	7.929416	-7.829851	-2.403540	6.876979	7.929419	6.271075	4.861165	-7.705888	-3.399851	-4.104176	-2.403540	-6.118581	-3.399851	-4.075583	1.610342	-6.436844	-3.399851
33	5	-1.215902	4.411728	-1.132920	5.527303	8.020117	5.458624	-6.482353	-2.564575	5.548718	5.401026	-1.347732	5.355232	-4.225368	4.268951	4.421323	8.547619	7.991126	5.458354	-6.240215	2.714233
45	5	-3.162471	-5.465205	6.277653	4.382191	5.673652	-0.066295	-1.555423	-0.273077	-0.620530	-5.299642	-1.555279	-0.273043	6.609185	6.287355	-6.817673	-0.766383	5.260821	6.285169	-2.825760	3.275762
51	5	2.275019	0.615325	-6.772029	-1.821869	-5.994953	-4.982146	5.628968	5.438264	8.899917	6.368452	-9.071992	-1.821869	-1.211712	-4.034423	-6.651238	-1.821869	4.589959	6.368027	3.201322	5.408309
55	5	5.183684	6.618743	-11.967315	-2.631451	-9.826612	-5.962756	6.507230	6.692837	-5.728228	-5.962756	-5.598045	-2.631249	0.255256	6.431454	-11.965709	-2.631451	-5.771493	-5.962756	5.127087	2.013201
92	5	-5.622101	-3.372870	-4.412547	-5.558925	7.120740	6.580260	-9.634045	-5.576247	-9.612028	-3.372872	7.083665	6.710045	-5.622150	-3.372870	1.405726	-0.753916	3.959185	6.580260	1.849242	5.517840
